"","X","Y"
"750","ENSG00000207523","SNORA66"
"751","ENSG00000143033","MTF2"
"752","ENSG00000117500","TMED5"
"753","ENSG00000122483","CCDC18"
"754","ENSG00000223745","CCDC18-AS1"
"755","ENSG00000117505","DR1"
"756","ENSG00000137942","FNBP1L"
"757","ENSG00000137936","BCAR3"
"758","ENSG00000224093",""
"759",NA,NA
"760","ENSG00000067334","DNTTIP2"
"761","ENSG00000023909","GCLM"
"762","ENSG00000198691","ABCA4"
"763","ENSG00000137962","ARHGAP29"
"764","ENSG00000226835","ARHGAP29-AS1"
"765","ENSG00000236098",""
"766","ENSG00000117528","ABCD3"
"767","ENSG00000117525","F3"
"768","ENSG00000224081","SLC44A3-AS1"
"769","ENSG00000143036","SLC44A3"
"770","ENSG00000117519","CNN3"
"771","ENSG00000235501",""
"772","ENSG00000172339","ALG14"
"773","ENSG00000152078","TLCD4"
"774","ENSG00000271092","TLCD4-RWDD3"
"775","ENSG00000122481","RWDD3"
"776","ENSG00000228502","EEF1A1P11"
"777","ENSG00000117569","PTBP2"
"778","ENSG00000188641","DPYD"
"779","ENSG00000225206","MIR137HG"
"780","ENSG00000226053","LINC01776"
"781","ENSG00000162627","SNX7"
"782","ENSG00000156869","FRRS1"
"783","ENSG00000162688","AGL"
"784","ENSG00000117620","SLC35A3"
"785",NA,NA
"786","ENSG00000156875","MFSD14A"
"787","ENSG00000156876","SASS6"
"788","ENSG00000122435","TRMT13"
"789","ENSG00000122477","LRRC39"
"790","ENSG00000137992","DBT"
"791","ENSG00000137996","RTCA"
"792","ENSG00000079335","CDC14A"
"793","ENSG00000162692","VCAM1"
"794","ENSG00000162694","EXTL2"
"795","ENSG00000162695","SLC30A7"
"796","ENSG00000117543","DPH5"
"797","ENSG00000233184",""
"798","ENSG00000170989","S1PR1"
"799","ENSG00000185946","RNPC3"
"800","ENSG00000240038","AMY2B"
"801","ENSG00000198890","PRMT6"
"802","ENSG00000085491","SLC25A24"
"803","ENSG00000162636","FAM102B"
"804","ENSG00000162639","HENMT1"
"805","ENSG00000134186","PRPF38B"
"806","ENSG00000116266","STXBP3"
"807","ENSG00000162641","AKNAD1"
"808","ENSG00000121957","GPSM2"
"809","ENSG00000121940","CLCC1"
"810","ENSG00000085433","WDR47"
"811","ENSG00000197780","TAF13"
"812","ENSG00000273382",""
"813","ENSG00000215717","TMEM167B"
"814","ENSG00000116299","KIAA1324"
"815","ENSG00000031698","SARS"
"816","ENSG00000143126","CELSR2"
"817","ENSG00000134222","PSRC1"
"818","ENSG00000134243","SORT1"
"819","ENSG00000143106","PSMA5"
"820","ENSG00000143028","SYPL2"
"821","ENSG00000162650","ATXN7L2"
"822","ENSG00000174151","CYB561D1"
"823","ENSG00000181754","AMIGO1"
"824","ENSG00000065135","GNAI3"
"825","ENSG00000116337","AMPD2"
"826","ENSG00000168765","GSTM4"
"827","ENSG00000213366","GSTM2"
"828","ENSG00000134184","GSTM1"
"829","ENSG00000134202","GSTM3"
"830","ENSG00000184371","CSF1"
"831","ENSG00000168710","AHCYL1"
"832","ENSG00000143093","STRIP1"
"833","ENSG00000258634",""
"834","ENSG00000116396","KCNC4"
"835","ENSG00000227963","RBM15-AS1"
"836","ENSG00000162775","RBM15"
"837","ENSG00000224699","LAMTOR5-AS1"
"838","ENSG00000168679","SLC16A4"
"839","ENSG00000273373",""
"840","ENSG00000134248","LAMTOR5"
"841","ENSG00000232811",""
"842","ENSG00000121931","LRIF1"
"843","ENSG00000156171","DRAM2"
"844","ENSG00000134255","CEPT1"
"845","ENSG00000162777","DENND2D"
"846","ENSG00000064886","CHI3L2"
"847","ENSG00000173947","PIFO"
"848","ENSG00000085465","OVGP1"
"849","ENSG00000260948",""
"850","ENSG00000233337","UBE2FP3"
"851","ENSG00000116455","WDR77"
"852","ENSG00000116459","ATP5PB"
"853","ENSG00000143110","C1orf162"
"854","ENSG00000116473","RAP1A"
"855","ENSG00000197852","INKA2"
"856","ENSG00000064703","DDX20"
"857","ENSG00000143079","CTTNBP2NL"
"858","ENSG00000134245","WNT2B"
"859","ENSG00000007341","ST7L"
"860","ENSG00000116489","CAPZA1"
"861","ENSG00000155363","MOV10"
"862","ENSG00000225075",""
"863","ENSG00000155366","RHOC"
"864","ENSG00000215866","LINC01356"
"865","ENSG00000224167","LINC01357"
"866","ENSG00000155380","SLC16A1"
"867","ENSG00000198799","LRIG2"
"868","ENSG00000081026","MAGI3"
"869","ENSG00000116793","PHTF1"
"870","ENSG00000232450",""
"871","ENSG00000081019","RSBN1"
"872","ENSG00000134242","PTPN22"
"873","ENSG00000226167","AP4B1-AS1"
"874","ENSG00000188761","BCL2L15"
"875","ENSG00000134262","AP4B1"
"876","ENSG00000118655","DCLRE1B"
"877","ENSG00000163349","HIPK1"
"878","ENSG00000116774","OLFML3"
"879","ENSG00000197323","TRIM33"
"880","ENSG00000236480","PKMP1"
"881","ENSG00000116752","BCAS2"
"882","ENSG00000175984","DENND2C"
"883","ENSG00000213281","NRAS"
"884","ENSG00000009307","CSDE1"
"885","ENSG00000052723","SIKE1"
"886","ENSG00000134198","TSPAN2"
"887","ENSG00000134259","NGF"
"888","ENSG00000173218","VANGL1"
"889","ENSG00000163393","SLC22A15"
"890","ENSG00000163399","ATP1A1"
"891","ENSG00000203865","ATP1A1-AS1"
"892","ENSG00000212385","RNU6-817P"
"893","ENSG00000224950",""
"894","ENSG00000116815","CD58"
"895","ENSG00000177173","NAP1L4P1"
"896","ENSG00000143061","IGSF3"
"897","ENSG00000134247","PTGFRN"
"898","ENSG00000116830","TTF2"
"899","ENSG00000134253","TRIM45"
"900","ENSG00000198162","MAN1A2"
"901","ENSG00000183508","TENT5C"
"902","ENSG00000196505","GDAP2"
"903","ENSG00000065183","WDR3"
"904","ENSG00000155761","SPAG17"
"905","ENSG00000092607","TBX15"
"906","ENSG00000116874","WARS2"
"907","ENSG00000231365","WARS2-AS1"
"908","ENSG00000143067","ZNF697"
"909","ENSG00000092621","PHGDH"
"910",NA,NA
"911","ENSG00000134250","NOTCH2"
"912","ENSG00000265808","SEC22B"
"913","ENSG00000223804",""
"914","ENSG00000270392","PFN1P2"
"915","ENSG00000270231","NBPF8"
"916","ENSG00000275131",""
"917",NA,NA
"918","ENSG00000273136","NBPF26"
"919","ENSG00000226067","LINC00623"
"920","ENSG00000234998",""
"921","ENSG00000188610","FAM72B"
"922","ENSG00000171943","SRGAP2C"
"923","ENSG00000227082","LINC02798"
"924","ENSG00000233432","MTIF2P1"
"925","ENSG00000272583",""
"926","ENSG00000231752","EMBP1"
"927","ENSG00000179571","NBPF17P"
"928","ENSG00000263513","FAM72C"
"929","ENSG00000266338","NBPF15"
"930","ENSG00000227212","PFN1P6"
"931","ENSG00000196369","SRGAP2B"
"932","ENSG00000215784","FAM72D"
"933","ENSG00000272419","LINC01145"
"934","ENSG00000162825","NBPF20"
"935","ENSG00000272150","NBPF25P"
"936","ENSG00000117262","GPR89A"
"937","ENSG00000174827","PDZK1"
"938","ENSG00000117281","CD160"
"939","ENSG00000265491","RNF115"
"940","ENSG00000186141","POLR3C"
"941","ENSG00000186364","NUDT17"
"942","ENSG00000131788","PIAS3"
"943","ENSG00000143127","ITGA10"
"944","ENSG00000131779","PEX11B"
"945","ENSG00000265241","RBM8A"
"946","ENSG00000211451","GNRHR2"
"947","ENSG00000271601","LIX1L"
"948","ENSG00000272031","ANKRD34A"
"949","ENSG00000121851","POLR3GL"
"950","ENSG00000265972","TXNIP"
"951","ENSG00000271425","NBPF10"
"952","ENSG00000268043","NBPF12"
"953","ENSG00000131791","PRKAB2"
"954","ENSG00000237188",""
"955","ENSG00000131781","FMO5"
"956","ENSG00000180867","PDIA3P1"
"957","ENSG00000226015","CCT8P1"
"958","ENSG00000131778","CHD1L"
"959","ENSG00000278811","LINC00624"
"960","ENSG00000116128","BCL9"
"961","ENSG00000162836","ACP6"
"962","ENSG00000188092","GPR89B"
"963","ENSG00000215859","PDZK1P1"
"964","ENSG00000263956","NBPF11"
"965","ENSG00000274020","LINC01138"
"966","ENSG00000231551",""
"967","ENSG00000270629","NBPF14"
"968","ENSG00000178104","PDE4DIP"
"969","ENSG00000269713","NBPF9"
"970","ENSG00000274265",""
"971","ENSG00000271383","NBPF19"
"972","ENSG00000277147","LINC00869"
"973","ENSG00000184678","HIST2H2BE"
"974","ENSG00000261716","HIST2H2BC"
"975","ENSG00000178096","BOLA1"
"976","ENSG00000143368","SF3B4"
"977","ENSG00000014914","MTMR11"
"978","ENSG00000264522","OTUD7B"
"979","ENSG00000136631","VPS45"
"980","ENSG00000023902","PLEKHO1"
"981","ENSG00000143401","ANP32E"
"982","ENSG00000118298","CA14"
"983","ENSG00000117362","APH1A"
"984","ENSG00000118292","C1orf54"
"985","ENSG00000159208","CIART"
"986","ENSG00000266472","MRPS21"
"987","ENSG00000117360","PRPF3"
"988","ENSG00000163125","RPRD2"
"989","ENSG00000143374","TARS2"
"990","ENSG00000143369","ECM1"
"991","ENSG00000143382","ADAMTSL4"
"992","ENSG00000203804","ADAMTSL4-AS1"
"993","ENSG00000143384","MCL1"
"994","ENSG00000143420","ENSA"
"995","ENSG00000143457","GOLPH3L"
"996","ENSG00000163131","CTSS"
"997","ENSG00000143387","CTSK"
"998","ENSG00000143437","ARNT"
"999","ENSG00000143379","SETDB1"
"1000","ENSG00000143418","CERS2"
"1001","ENSG00000143412","ANXA9"
"1002","ENSG00000143409","MINDY1"
"1003","ENSG00000143363","PRUNE1"
"1004","ENSG00000163141","BNIPL"
"1005","ENSG00000143443","C1orf56"
"1006","ENSG00000197622","CDC42SE1"
"1007","ENSG00000213190","MLLT11"
"1008","ENSG00000143458","GABPB2"
"1009","ENSG00000143434","SEMA6C"
"1010","ENSG00000163156","SCNM1"
"1011","ENSG00000163155","LYSMD1"
"1012","ENSG00000163159","VPS72"
"1013","ENSG00000143398","PIP5K1A"
"1014","ENSG00000159352","PSMD4"
"1015","ENSG00000232671","ZNF687-AS1"
"1016","ENSG00000143373","ZNF687"
"1017","ENSG00000143393","PI4KB"
"1018","ENSG00000143390","RFX5"
"1019","ENSG00000237976",""
"1020","ENSG00000143416","SELENBP1"
"1021","ENSG00000159377","PSMB4"
"1022","ENSG00000143442","POGZ"
"1023","ENSG00000143375","CGN"
"1024","ENSG00000143367","TUFT1"
"1025","ENSG00000143376","SNX27"
"1026","ENSG00000143436","MRPL9"
"1027","ENSG00000143450","OAZ3"
"1028","ENSG00000182134","TDRKH"
"1029","ENSG00000203288","TDRKH-AS1"
"1030","ENSG00000234614","C2CD4D-AS1"
"1031","ENSG00000196407","THEM5"
"1032","ENSG00000159445","THEM4"
"1033","ENSG00000197747","S100A10"
"1034","ENSG00000163191","S100A11"
"1035","ENSG00000159450","TCHH"
"1036","ENSG00000237975","FLG-AS1"
"1037","ENSG00000197915","HRNR"
"1038","ENSG00000143631","FLG"
"1039","ENSG00000143520","FLG2"
"1040","ENSG00000238279",""
"1041","ENSG00000197956","S100A6"
"1042","ENSG00000196420","S100A5"
"1043","ENSG00000196154","S100A4"
"1044","ENSG00000188015","S100A3"
"1045","ENSG00000196754","S100A2"
"1046","ENSG00000188643","S100A16"
"1047","ENSG00000189171","S100A13"
"1048","ENSG00000160678","S100A1"
"1049","ENSG00000160679","CHTOP"
"1050","ENSG00000143553","SNAPIN"
"1051","ENSG00000143621","ILF2"
"1052","ENSG00000169418","NPR1"
"1053","ENSG00000143624","INTS3"
"1054","ENSG00000143554","SLC27A3"
"1055","ENSG00000143614","GATAD2B"
"1056","ENSG00000198837","DENND4B"
"1057","ENSG00000160741","CRTC2"
"1058","ENSG00000143570","SLC39A1"
"1059","ENSG00000282386",""
"1060","ENSG00000143578","CREB3L4"
"1061","ENSG00000143543","JTB"
"1062","ENSG00000272654",""
"1063","ENSG00000143545","RAB13"
"1064","ENSG00000177954","RPS27"
"1065","ENSG00000143549","TPM3"
"1066","ENSG00000143612","C1orf43"
"1067","ENSG00000143569","UBAP2L"
"1068","ENSG00000143575","HAX1"
"1069","ENSG00000143515","ATP8B2"
"1070","ENSG00000160712","IL6R"
"1071","ENSG00000160714","UBE2Q1"
"1072","ENSG00000160710","ADAR"
"1073","ENSG00000163344","PMVK"
"1074","ENSG00000163346","PBXIP1"
"1075","ENSG00000163348","PYGO2"
"1076","ENSG00000160691","SHC1"
"1077","ENSG00000173207","CKS1B"
"1078","ENSG00000160688","FLAD1"
"1079","ENSG00000160685","ZBTB7B"
"1080","ENSG00000163357","DCST1"
"1081","ENSG00000232093","DCST1-AS1"
"1082","ENSG00000143537","ADAM15"
"1083","ENSG00000243364","EFNA4"
"1084","ENSG00000143590","EFNA3"
"1085","ENSG00000169242","EFNA1"
"1086","ENSG00000169241","SLC50A1"
"1087","ENSG00000179085","DPM3"
"1088","ENSG00000163463","KRTCAP2"
"1089","ENSG00000185499","MUC1"
"1090","ENSG00000231064",""
"1091","ENSG00000169231","THBS3"
"1092","ENSG00000173171","MTX1"
"1093","ENSG00000160766","GBAP1"
"1094","ENSG00000177628","GBA"
"1095","ENSG00000160767","FAM189B"
"1096","ENSG00000116521","SCAMP3"
"1097","ENSG00000176444","CLK2"
"1098","ENSG00000143630","HCN3"
"1099","ENSG00000160752","FDPS"
"1100","ENSG00000225855","RUSC1-AS1"
"1101","ENSG00000160753","RUSC1"
"1102","ENSG00000116539","ASH1L"
"1103","ENSG00000235919","ASH1L-AS1"
"1104","ENSG00000125459","MSTO1"
"1105","ENSG00000246203",""
"1106","ENSG00000163374","YY1AP1"
"1107","ENSG00000132676","DAP3"
"1108","ENSG00000203761","MSTO2P"
"1109","ENSG00000116580","GON4L"
"1110","ENSG00000132718","SYT11"
"1111","ENSG00000143622","RIT1"
"1112","ENSG00000132680","KHDC4"
"1113","ENSG00000116584","ARHGEF2"
"1114","ENSG00000273002",""
"1115","ENSG00000163479","SSR2"
"1116","ENSG00000160803","UBQLN4"
"1117","ENSG00000116586","LAMTOR2"
"1118","ENSG00000254726","MEX3A"
"1119","ENSG00000160789","LMNA"
"1120","ENSG00000160785","SLC25A44"
"1121","ENSG00000160783","PMF1"
"1122","ENSG00000160781","PAQR6"
"1123","ENSG00000198952","SMG5"
"1124","ENSG00000163472","TMEM79"
"1125","ENSG00000198715","GLMP"
"1126","ENSG00000163468","CCT3"
"1127","ENSG00000163467","TSACC"
"1128","ENSG00000116604","MEF2D"
"1129","ENSG00000183856","IQGAP3"
"1130","ENSG00000163382","NAXE"
"1131","ENSG00000160818","GPATCH4"
"1132","ENSG00000132688","NES"
"1133","ENSG00000143320","CRABP2"
"1134","ENSG00000143319","ISG20L2"
"1135","ENSG00000143303","RRNAD1"
"1136","ENSG00000143314","MRPL24"
"1137","ENSG00000143321","HDGF"
"1138","ENSG00000143294","PRCC"
"1139","ENSG00000187800","PEAR1"
"1140","ENSG00000160838","LRRC71"
"1141","ENSG00000132694","ARHGEF11"
"1142","ENSG00000117036","ETV3"
"1143","ENSG00000183853","KIRREL1"
"1144","ENSG00000231434",""
"1145","ENSG00000163565","IFI16"
"1146","ENSG00000163568","AIM2"
"1147","ENSG00000158716","DUSP23"
"1148","ENSG00000158714","SLAMF8"
"1149","ENSG00000188004","SNHG28"
"1150","ENSG00000272668",""
"1151","ENSG00000213085","CFAP45"
"1152","ENSG00000158710","TAGLN2"
"1153",NA,NA
"1154","ENSG00000143315","PIGM"
"1155","ENSG00000162729","IGSF8"
"1156","ENSG00000227741",""
"1157","ENSG00000162734","PEA15"
"1158","ENSG00000132716","DCAF8"
"1159","ENSG00000228606",""
"1160","ENSG00000162735","PEX19"
"1161","ENSG00000122218","COPA"
"1162","ENSG00000162736","NCSTN"
"1163","ENSG00000026751","SLAMF7"
"1164","ENSG00000213080",""
"1165","ENSG00000158769","F11R"
"1166","ENSG00000215845","TSTD1"
"1167","ENSG00000158773","USF1"
"1168","ENSG00000186517","ARHGAP30"
"1169","ENSG00000162755","KLHDC9"
"1170","ENSG00000143256","PFDN2"
"1171","ENSG00000158793","NIT1"
"1172","ENSG00000158796","DEDD"
"1173","ENSG00000143222","UFC1"
"1174","ENSG00000143258","USP21"
"1175","ENSG00000143224","PPOX"
"1176","ENSG00000158850","B4GALT3"
"1177","ENSG00000158864","NDUFS2"
"1178","ENSG00000158882","TOMM40L"
"1179","ENSG00000143257","NR1I3"
"1180","ENSG00000143252","SDHC"
"1181","ENSG00000173110","HSPA6"
"1182","ENSG00000162746","FCRLB"
"1183","ENSG00000081721","DUSP12"
"1184","ENSG00000118217","ATF6"
"1185","ENSG00000162745","OLFML2B"
"1186","ENSG00000198929","NOS1AP"
"1187","ENSG00000239887","C1orf226"
"1188","ENSG00000198574","SH2D1B"
"1189","ENSG00000152332","UHMK1"
"1190","ENSG00000117143","UAP1"
"1191","ENSG00000272574",""
"1192","ENSG00000162733","DDR2"
"1193","ENSG00000132196","HSD17B7"
"1194","ENSG00000185860","CCDC190"
"1195","ENSG00000117152","RGS4"
"1196","ENSG00000143248","RGS5"
"1197","ENSG00000232995",""
"1198","ENSG00000143228","NUF2"
"1199","ENSG00000185630","PBX1"
"1200","ENSG00000143198","MGST3"
"1201","ENSG00000143149","ALDH9A1"
"1202","ENSG00000143183","TMCO1"
"1203","ENSG00000224358","TMCO1-AS1"
"1204","ENSG00000143179","UCK2"
"1205","ENSG00000236364",""
"1206","ENSG00000188859","FAM78B"
"1207","ENSG00000143157","POGK"
"1208","ENSG00000152382","TADA1"
"1209","ENSG00000143195","ILDR2"
"1210","ENSG00000143194","MAEL"
"1211","ENSG00000143190","POU2F1"
"1212","ENSG00000143162","CREG1"
"1213","ENSG00000198771","RCSD1"
"1214","ENSG00000197965","MPZL1"
"1215","ENSG00000143158","MPC2"
"1216","ENSG00000143164","DCAF6"
"1217","ENSG00000143147","GPR161"
"1218","ENSG00000143155","TIPRL"
"1219","ENSG00000213064","SFT2D2"
"1220","ENSG00000143178","TBX19"
"1221","ENSG00000143153","ATP1B1"
"1222","ENSG00000143156","NME7"
"1223","ENSG00000117475","BLZF1"
"1224","ENSG00000117479","SLC19A2"
"1225","ENSG00000000460","C1orf112"
"1226","ENSG00000188404","SELL"
"1227","ENSG00000171806","METTL18"
"1228","ENSG00000000457","SCYL3"
"1229","ENSG00000075945","KIFAP3"
"1230","ENSG00000231407","GORAB-AS1"
"1231","ENSG00000120370","GORAB"
"1232","ENSG00000116132","PRRX1"
"1233","ENSG00000076258","FMO4"
"1234","ENSG00000117523","PRRC2C"
"1235","ENSG00000233328","PFN1P1"
"1236","ENSG00000117533","VAMP4"
"1237","ENSG00000010165","EEF1AKNMT"
"1238","ENSG00000197959","DNM3"
"1239","ENSG00000135845","PIGC"
"1240","ENSG00000094975","SUCO"
"1241","ENSG00000120337","TNFSF18"
"1242","ENSG00000117586","TNFSF4"
"1243","ENSG00000203739",""
"1244","ENSG00000117592","PRDX6"
"1245","ENSG00000076321","KLHL20"
"1246","ENSG00000120334","CENPL"
"1247","ENSG00000117593","DARS2"
"1248","ENSG00000270084","GAS5-AS1"
"1249","ENSG00000234741","GAS5"
"1250","ENSG00000185278","ZBTB37"
"1251","ENSG00000135870","RC3H1"
"1252","ENSG00000152061","RABGAP1L"
"1253","ENSG00000116161","CACYBP"
"1254","ENSG00000120333","MRPS14"
"1255","ENSG00000143207","COP1"
"1256","ENSG00000242193","CRYZL2P"
"1257","ENSG00000224687","RASAL2-AS1"
"1258","ENSG00000075391","RASAL2"
"1259","ENSG00000213057","C1orf220"
"1260","ENSG00000116191","RALGPS2"
"1261","ENSG00000116199","FAM20B"
"1262","ENSG00000186283","TOR3A"
"1263","ENSG00000143322","ABL2"
"1264","ENSG00000057252","SOAT1"
"1265","ENSG00000162779","AXDND1"
"1266","ENSG00000162782","TDRD5"
"1267","ENSG00000169905","TOR1AIP2"
"1268","ENSG00000143337","TOR1AIP1"
"1269","ENSG00000135837","CEP350"
"1270","ENSG00000116260","QSOX1"
"1271","ENSG00000121454","LHX4"
"1272","ENSG00000230124","ACBD6"
"1273","ENSG00000143324","XPR1"
"1274","ENSG00000135835","KIAA1614"
"1275","ENSG00000135823","STX6"
"1276","ENSG00000153029","MR1"
"1277","ENSG00000162783","IER5"
"1278","ENSG00000135821","GLUL"
"1279","ENSG00000135828","RNASEL"
"1280","ENSG00000135838","NPL"
"1281","ENSG00000135829","DHX9"
"1282","ENSG00000135862","LAMC1"
"1283","ENSG00000224468","LAMC1-AS1"
"1284","ENSG00000058085","LAMC2"
"1285","ENSG00000157064","NMNAT2"
"1286","ENSG00000232860","SMG7-AS1"
"1287","ENSG00000116698","SMG7"
"1288","ENSG00000116701","NCF2"
"1289","ENSG00000162704","ARPC5"
"1290","ENSG00000143344","RGL1"
"1291","ENSG00000198756","COLGALT2"
"1292","ENSG00000198860","TSEN15"
"1293","ENSG00000116667","C1orf21"
"1294","ENSG00000116406","EDEM3"
"1295","ENSG00000135842","NIBAN1"
"1296","ENSG00000121481","RNF2"
"1297","ENSG00000121486","TRMT1L"
"1298","ENSG00000116668","SWT1"
"1299","ENSG00000231084","RPL22P24"
"1300","ENSG00000116679","IVNS1ABP"
"1301","ENSG00000143341","HMCN1"
"1302","ENSG00000047410","TPR"
"1303","ENSG00000157181","ODR4"
"1304","ENSG00000262180","OCLM"
"1305","ENSG00000073756","PTGS2"
"1306","ENSG00000116711","PLA2G4A"
"1307","ENSG00000226723",""
"1308","ENSG00000231767",""
"1309","ENSG00000116741","RGS2"
"1310","ENSG00000116750","UCHL5"
"1311","ENSG00000116747","RO60"
"1312",NA,NA
"1313","ENSG00000023572","GLRX2"
"1314","ENSG00000134371","CDC73"
"1315","ENSG00000000971","CFH"
"1316","ENSG00000066279","ASPM"
"1317","ENSG00000177888","ZBTB41"
"1318","ENSG00000213047","DENND1B"
"1319","ENSG00000203724","C1orf53"
"1320","ENSG00000143355","LHX9"
"1321","ENSG00000151414","NEK7"
"1322","ENSG00000229989","MIR181A1HG"
"1323","ENSG00000116833","NR5A2"
"1324","ENSG00000203721","LINC00862"
"1325","ENSG00000162702","ZNF281"
"1326","ENSG00000118193","KIF14"
"1327","ENSG00000118197","DDX59"
"1328","ENSG00000118200","CAMSAP2"
"1329","ENSG00000163362","INAVA"
"1330","ENSG00000116852","KIF21B"
"1331","ENSG00000116857","TMEM9"
"1332","ENSG00000174307","PHLDA3"
"1333","ENSG00000159176","CSRP1"
"1334","ENSG00000224536",""
"1335","ENSG00000223396","RPS10P7"
"1336","ENSG00000134369","NAV1"
"1337","ENSG00000198700","IPO9"
"1338","ENSG00000198892","SHISA4"
"1339","ENSG00000134375","TIMM17A"
"1340","ENSG00000176393","RNPEP"
"1341",NA,NA
"1342","ENSG00000234678","ELF3-AS1"
"1343","ENSG00000163435","ELF3"
"1344","ENSG00000143862","ARL8A"
"1345","ENSG00000077152","UBE2T"
"1346","ENSG00000077157","PPP1R12B"
"1347","ENSG00000143858","SYT2"
"1348","ENSG00000117139","KDM5B"
"1349","ENSG00000228288","PCAT6"
"1350","ENSG00000214796",""
"1351","ENSG00000234996",""
"1352","ENSG00000183155","RABIF"
"1353","ENSG00000117153","KLHL12"
"1354","ENSG00000230280","HNRNPA1P59"
"1355","ENSG00000159346","ADIPOR1"
"1356","ENSG00000159348","CYB5R1"
"1357","ENSG00000163444","TMEM183A"
"1358","ENSG00000143847","PPFIA4"
"1359","ENSG00000163485","ADORA1"
"1360","ENSG00000236523","NPM1P40"
"1361","ENSG00000159388","BTG2"
"1362","ENSG00000122176","FMOD"
"1363","ENSG00000058668","ATP2B4"
"1364","ENSG00000058673","ZC3H11A"
"1365","ENSG00000257315","ZBED6"
"1366","ENSG00000182004","SNRPE"
"1367","ENSG00000143842","SOX13"
"1368","ENSG00000143845","ETNK2"
"1369","ENSG00000170498","KISS1"
"1370","ENSG00000143850","PLEKHA6"
"1371","ENSG00000226330",""
"1372","ENSG00000158615","PPP1R15B"
"1373","ENSG00000133056","PIK3C2B"
"1374","ENSG00000198625","MDM4"
"1375","ENSG00000174529","TMEM81"
"1376","ENSG00000117222","RBBP5"
"1377","ENSG00000271580",""
"1378","ENSG00000133059","DSTYK"
"1379","ENSG00000133069","TMCC2"
"1380","ENSG00000163545","NUAK2"
"1381","ENSG00000174514","MFSD4A"
"1382","ENSG00000158711","ELK4"
"1383","ENSG00000158715","SLC45A3"
"1384","ENSG00000069275","NUCKS1"
"1385","ENSG00000117280","RAB29"
"1386","ENSG00000133065","SLC41A1"
"1387","ENSG00000276600","RAB7B"
"1388","ENSG00000196188","CTSE"
"1389","ENSG00000196550","FAM72A"
"1390","ENSG00000266028","SRGAP2"
"1391","ENSG00000263528","IKBKE"
"1392","ENSG00000162888","C1orf147"
"1393","ENSG00000266094","RASSF5"
"1394","ENSG00000143486","EIF2D"
"1395","ENSG00000143479","DYRK3"
"1396","ENSG00000162889","MAPKAPK2"
